Heading,Source,Date,Symbol
Nestle India Share Price Highlights: Nestle India Stock Price History,The Economic Times,14 Feb 2025,NESTLEIND
"Stocks to watch, Feb 25: M&M, Ireda, Nestle India, Airtel, Biocon",Business Standard,25 Feb 2025,NESTLEIND
Nestle India shares rise on plans to consider a price hike to offset costlier inputs,Moneycontrol,25 Feb 2025,NESTLEIND
"Nestle India, Axis Bank, Dabur India: How to trade these buzzing largecap stocks",Business Today,12 Feb 2025,NESTLEIND
Nestle India misses estimates on weak urban demand,Financial Express,1 Feb 2025,NESTLEIND
Nestle India sees ₹7500 crore premiumization opportunity across markets,Mint,4 Feb 2025,NESTLEIND
Income Investors Should Know That Nestlé India Limited (NSE:NESTLEIND) Goes Ex-Dividend Soon,Simply Wall Street,4 Feb 2025,NESTLEIND
Nestle India shares in focus as company considers price hikes to counter commodity inflation,The Economic Times,25 Feb 2025,NESTLEIND
"Nestle India, Cochin Shipyard among top 10 stocks that LIC bought in Q3",The Economic Times,5 Feb 2025,NESTLEIND
Brokerages mixed on Nestle India's Q3 performance; most cut EPS estimates,Business Standard,1 Feb 2025,NESTLEIND
