Heading,Source,Date,Symbol
"Bharti Airtel block: Indian Continent sells 51 mn shares for Rs 8,485 crore",Business Standard,18 Feb 2025,BHARTIARTL
"Bharti Airtel Q3 Results: Profit up 483% to ₹14,760 cr on Indus consolidation",Mint,6 Feb 2025,BHARTIARTL
Bharti Airtel Q3 Preview: Net profit expected to double year-on-year on tariff hike gains,Moneycontrol,4 Feb 2025,BHARTIARTL
"Stocks to buy today: Bharti Airtel, Titan among top 6 trading ideas for 27 February 2025",The Economic Times,27 Feb 2025,BHARTIARTL
"Stocks To Watch: Zomato, Bharti Airtel, Manappuram Finance, and others",Financial Express,25 Feb 2025,BHARTIARTL
"Stocks to watch: Jio Financial, Zomato, Bharti Airtel, Lupin, RVNL among stocks to remain in focus today",Mint,24 Feb 2025,BHARTIARTL
Bharti Airtel Q3 results today: Analysts expect Arpu growth to drive profit,Business Standard,6 Feb 2025,BHARTIARTL
Bharti Airtel shares gain on confirming discussions with Tata Group to merge DTH biz,Moneycontrol,27 Feb 2025,BHARTIARTL
"Stocks to buy today: Eicher Motors, Bharti Airtel among top 9 trading ideas for 10 February 2025",The Economic Times,10 Feb 2025,BHARTIARTL
4 reasons Jefferies has Buy on Bharti Airtel,Financial Express,14 Feb 2025,BHARTIARTL
