Heading,Source,Date,Symbol
Infosys Ltd Spurts 0.8%,Business Standard,11 Feb 2025,INFY
"Shares to buy or sell: Sachin Gupta of 5paisa recommends CG Power, Infosys today - 25 February",Mint,25 Feb 2025,INFY
"Stocks to buy or sell today: Infosys, Kotak Bank among top 10 trading ideas for 25 February 2025",The Economic Times,25 Feb 2025,INFY
Stocks To Watch: From Infosys to Tata Steel- Here’s a list of 10 stocks in news today,Financial Express,19 Feb 2025,INFY
"Infosys, TCS, Wipro, HCL Tech, TechM: Cognizant shares Q4; key takeaways for Indian IT firms",Business Today,6 Feb 2025,INFY
Infosys lays off 300 for failing internal exam: 'Asked to sign mutual...' | Latest News India - Hindustan Times,Hindustan Times,7 Feb 2025,INFY
Infosys HR head: Labour Department is in touch with the company and Infosys is ...,Times of India,24 Feb 2025,INFY
"Bad news for Infosys employees, Narayana Murthy led company rolls out lower salary hikes of only…, performanc",India.Com,27 Feb 2025,INFY
Infosys Layoffs | Company says no one was 'forcefully terminated',CNBC TV18,7 Feb 2025,INFY
Information Technology stocks edge higher,Business Standard,11 Feb 2025,INFY
