Heading,Source,Date,Symbol
"IndusInd Bank shares rise over 1% after Q3 results. Should you buy, sell or hold?",The Economic Times,1 Feb 2025,INDUSINDBK
"Stocks to Watch, Budget 2025: Sun Pharma, IndusInd Bank, Inox Wind, ONGC",Business Standard,1 Feb 2025,INDUSINDBK
"RBL Bank, Bandhan Bank, AU SFB, IndusInd Bank shares gain up to 8%; here's why",Business Today,27 Feb 2025,INDUSINDBK
"India likely to see $1.4-bn inflows as 14 stocks, including IndusInd Bank, BSE, set to join FTSE index",Moneycontrol,24 Feb 2025,INDUSINDBK
"9 Stocks to Buy for Short Term: Analysts recommend largecap scrips for 2 weeks; IndusInd Bank, Coforge, MOFSL on the list",Zee Business,20 Feb 2025,INDUSINDBK
"Bandhan Bank, RBL Bank, IndusInd, IDFC First surge; Here’s why",Financial Express,27 Feb 2025,INDUSINDBK
"Stock Market Highlights: Sensex plunges 1,414 pts, Nifty below 22,200; IndusInd Bank down 7%, TechM 6%",The Economic Times,28 Feb 2025,INDUSINDBK
"Bandhan, RBL, IDFC First, IndusInd Bank: How cut in risk weights may impact these banks",Business Today,27 Feb 2025,INDUSINDBK
"Nifty Bank recovers 600 points from day's low; IndusInd, HDFC Bank shares gain up to 2%",Moneycontrol,17 Feb 2025,INDUSINDBK
IndusInd Bank gets GST demand notice of Rs 21.62 crore for short payment,Business Standard,25 Feb 2025,INDUSINDBK
