Heading,Source,Date,Symbol
Bharti Airtel Reports Strong Growth Amid Financial Leverage Concerns and Stakeholder Shifts,MarketsMojo,1 month ago,BHARTIARTL
"Bharti Airtel Stock Hits Fresh 52-Week High, Jumps Over 2% on NSE Today",Moneycontrol,3 weeks ago,BHARTIARTL
JM Financial maintains Buy on Bharti Airtel; target price Rs 2050,The Economic Times,1 month ago,BHARTIARTL
"Bharti Airtel hits 52-week high on NSE at Rs 1,927.40 amid strong bullish sentiment",Zee Business,3 weeks ago,BHARTIARTL
"Bharat Electronics, Bharti Airtel Lead FY26 Earnings Upgrades By Motilal Oswal",NDTV Profit,1 month ago,BHARTIARTL
"Q4FY25 earnings better-than-expected; BEL, Bharti Airtel, Adani Ports, M&M among top upgrades, says Motilal Oswal",Mint,1 month ago,BHARTIARTL
Bharti Airtel's (NSE:BHARTIARTL) investors will be pleased with their stellar 243% return over the last five years,Simply Wall Street,1 month ago,BHARTIARTL
"Mcap of 6 of top-10 firms jumps ₹1.62 trn; Airtel, Reliance biggest gainers",Business Standard,3 weeks ago,BHARTIARTL
Why is Bharti Airtel top telecom pick for Jefferies & Macquarie? 3 reasons revealed,Financial Express,1 month ago,BHARTIARTL
Bharti Airtel Shares Trade With Moderate Losses in Today's Session,Moneycontrol,1 month ago,BHARTIARTL
