Heading,Source,Date,Symbol
NTPC Ltd down for fifth straight session,Business Standard,1 month ago,NTPC
"Stocks to Watch today: NTPC, Asian Paints, Torrent Power, Jubilant Foodworks in focus on June 13",Moneycontrol,1 month ago,NTPC
NTPC secures $750 million via ECB to fund business expansion; check details,Upstox,1 month ago,NTPC
NTPC signs $750 billion foreign currency loan,The Economic Times,1 month ago,NTPC
NTPC ties up with SEforALL for energy transition roadmap | Today News,Mint,1 month ago,NTPC
"IRCTC To NTPC: PSU Stocks In Limelight — Should You Buy, Sell, Or Hold?",NDTV Profit,1 month ago,NTPC
NTPC shares: Two factors why the power stock is in focus today,Business Today,1 month ago,NTPC
"Stocks to Watch: IRFC, AkzoNobel India, NTPC, Hitachi Energy and more",CNBC TV18,2 weeks ago,NTPC
Volumes spurt at NTPC Ltd counter,Business Standard,2 weeks ago,NTPC
"NTPC To Issue NCDs Worth Rs 4,000 Crore For Capex And Loan Refinancing",NDTV Profit,1 month ago,NTPC
