Heading,Source,Date,Symbol
"Asian Paints shares see Rs 1900 crore block deal, stock up 1%",The Economic Times,4 weeks ago,ASIANPAINT
"Reliance Industries sells 3.5 crore shares of Asian Paints at Rs 2,201 apiece",Moneycontrol,1 month ago,ASIANPAINT
Asian Paints Share Price Slides After Reliance Sells Stake,NDTV Profit,1 month ago,ASIANPAINT
Competitive flux to continue in near term: Asian Paints MD,Financial Express,4 weeks ago,ASIANPAINT
"Reliance sells 3.6% stake in Asian Paints in Rs 7,700 crore deal",Times of India,1 month ago,ASIANPAINT
Shareholders Will Probably Hold Off On Increasing Asian Paints Limited's (NSE:ASIANPAINT) CEO Compensation For The Time Being,Simply Wall Street,3 weeks ago,ASIANPAINT
"Reliance Industries sells 8.5 mn shares of Asian Paints for ₹1,876 cr",Business Standard,4 weeks ago,ASIANPAINT
"Asian Paints shares see Rs 7,700 crore block deal, stock up over 2%",The Economic Times,1 month ago,ASIANPAINT
"From Asian Paints, Reliance Industries, TCS to Biocon – Here are 8 stocks to watch",Financial Express,3 weeks ago,ASIANPAINT
"Asian Paints block deal: 85 lakh shares worth Rs 1,876 crore change hands",Moneycontrol,4 weeks ago,ASIANPAINT
