Heading,Source,Date,Symbol
Infosys set to announce Q1 financial results on July 23,Moneycontrol,4 weeks ago,INFY
"Stocks to buy today: Infosys, Biocon among top 7 trading ideas for 12 June 2025",The Economic Times,1 month ago,INFY
"Infosys allots 59,314 equity shares under ESOP",Business Standard,1 month ago,INFY
Infosys set to announce Q1 financial results on July 23,TradingView,4 weeks ago,INFY
"Infosys Shares Rally As DGGI Closes Rs 32,400 Crore Tax Proceedings",NDTV Profit,1 month ago,INFY
Marquee mayhem: TCS and Infosys scramble as top clients trim budgets | Company Business News,Mint,3 weeks ago,INFY
Infosys to announce Q1 FY26 results on July 23,CNBC TV18,1 month ago,INFY
"TCS, Infosys see dip in key client business amid global uncertainty",Communications Today,3 weeks ago,INFY
"Top 10 firms' m-cap: Reliance leads Rs 2.34 lakh crore surge; Infosys only laggard as Sensex rises 1,650",The Times of India,2 weeks ago,INFY
"Infosys CEO Salil Parekh gets a 22% hike in annual remuneration, annual report shows",Fortune India,1 month ago,INFY
