Heading,Source,Date,Symbol
"Top stocks to buy: Stock recommendations for the week starting June 23, 2025 - check list",The Times of India,3 weeks ago,LT
"Positive contributors to Nifty 50: L&T, Bajaj Finance, Trent, TCS, Reliance, other stocks drive the...",Moneycontrol,4 weeks ago,LT
UBS downgrades L&T Finance to 'Neutral' but raises target price to ₹210 from ₹177 earlier,Mint,4 weeks ago,LT
"Dividend Alert: Larsen & Toubro, Tata Motors, TCS, among others to trade ex-dividend this week- full list",Financial Express,1 month ago,LT
MMRDA seeks full financial breakdown from L&T after scrapping Thane-Bhayander twin projects,Hindustan Times,1 month ago,LT
Larsen & Toubro mulls another ESG bond issue after debut attracts premium,Business Standard,3 weeks ago,LT
Shareholders Will Probably Hold Off On Increasing Larsen & Toubro Limited's (NSE:LT) CEO Compensation For The Time Being,Simply Wall Street,1 month ago,LT
L&T to raise Rs 500 crore via ESG bonds,The Economic Times,1 month ago,LT
L&T order win: Larsen & Toubro bags 'major' orders for power transmission and distribution business; shares flat,ET Now,1 month ago,LT
"Top stocks in news: Suzlon, BEL, HDFC Bank, L&T, Bajaj Finance, Lupin, MCX, Afcons, GRSE",MSN,1 month ago,LT
