Heading,Source,Date,Symbol
Power Grid Corporation of India Shares Surge 3.71% Amid High Trading Volumes,Moneycontrol,3 Apr 2025,POWERGRID
"Power Grid Corporation of India Ltd spurts 1.11%, up for fifth straight session",Business Standard,17 Apr 2025,POWERGRID
Power Grid Corporation Of India - ​Bullish Momentum: 8 stocks with White Marubozu Pattern,The Economic Times,14 Apr 2025,POWERGRID
Maharatna company Power Grid Corporation of India declares up to ₹6000 crore fundraise via bonds,Mint,4 Apr 2025,POWERGRID
"Top stocks to watch: Tata Steel, Power Grid, TCPL, Coal India, NMDC, JSW Energy, RITES & Siemens",Business Today,2 Apr 2025,POWERGRID
"Stocks in focus: Wipro, TCS, Concor, BHEL, PowerGrid on April 25",BusinessLine,25 Apr 2025,POWERGRID
Power Grid Corporation of India (NSE:POWERGRID) Shareholders Will Want The ROCE Trajectory To Continue,Simply Wall Street,1 month ago,POWERGRID
Power Grid Corporation Navigates Market Volatility Amid Broader Index Challenges,MarketsMojo,7 Apr 2025,POWERGRID
Power Grid Corporation of India Ltd Spurts 1.77%,Business Standard,9 Apr 2025,POWERGRID
Buy Power Grid Corporation of India; target of Rs 350: Sharekhan,Moneycontrol,2 Apr 2025,POWERGRID
