Heading,Source,Date,Symbol
"Bajaj Finance Q4 Results Live: PAT rises 19% YoY to Rs 4,546 crore; Co announces 1:2 stock split, 4:1 bon...",The Economic Times,1 month ago,BAJFINANCE
"Bajaj Finance to Consider Stock Split, Dividend & Bonus Issue; Shares Rally Then Slip",Groww,24 Apr 2025,BAJFINANCE
"Bajaj Finance Q4 results: Net profit rises 17% to Rs 4,480 crore, firm declares Rs 12 special dividend, Rs...",Moneycontrol,1 month ago,BAJFINANCE
"Bajaj Finance share price falls ahead of Q4 results today; Time to buy before dividend, stock split, bonus announcement?",Mint,1 month ago,BAJFINANCE
"Bajaj Finance rallies 4% intra-day, market cap hits ₹6 trillion; here's why",Business Standard,24 Apr 2025,BAJFINANCE
"Bajaj Finance Q4 profit surges 19%, rewards shareholders with record ₹56 dividend, bonus shares & stock split",Fortune India,1 month ago,BAJFINANCE
"Bajaj Finance to consider interim dividend, stock split, and bonus issue on April 29",The Economic Times,24 Apr 2025,BAJFINANCE
"Bajaj Housing Finance Reports Strong Q4 Profit Growth, Net Profit Jumps 53%",Groww,23 Apr 2025,BAJFINANCE
"Bajaj Finance shares in focus as board to consider stock split, bonus issue and dividend on April 29",Moneycontrol,24 Apr 2025,BAJFINANCE
"Bajaj Finance, Bajaj Finserv, BPCL among key companies to consider dividend today; 360 ONE WAM to trade ex-dividend",Mint,1 month ago,BAJFINANCE
