Heading,Source,Date,Symbol
"LTIMindtree Q4 Results: Net profit up 2.6% on-year to Rs 1,128.5 crore; Rs 45 per share dividend declared",Moneycontrol,23 Apr 2025,LTIM
LTIMindtree Share Price Highlights: LTIMindtree Stock Price History,The Economic Times,15 Apr 2025,LTIM
"Stocks to Watch, April 24: Tata Consumer, LTIMindtree, NHPC, Bajaj Finance",Business Standard,24 Apr 2025,LTIM
"Q4 results today: LTIMindtree, Tata Consumer, Bajaj Housing, Dalmia Bharat & others to declare earnings on April 23",Mint,23 Apr 2025,LTIM
LTIMindtree slumps 2%; 3 reasons why brokerages cut price target by 5%,Financial Express,24 Apr 2025,LTIM
"LTIMindtree Q4 results: Profit up 2.5%, Rs 45 dividend announced; key highlights",Business Today,23 Apr 2025,LTIM
Earnings call transcript: LTIMindtree Q1 2025 sees stock surge on strong earnings,Investing.com India,23 Apr 2025,LTIM
LTIMindtree Share Price Highlights: LTIMindtree Stock Price History,The Economic Times,16 Apr 2025,LTIM
LTIMindtree Ltd Slips 1.93%,Business Standard,24 Apr 2025,LTIM
"Ahead of Q4 results, LTI Mindtree shares jump 5%, Bajaj Housing Finance in red, Tata Consumer sees choppy...",Moneycontrol,23 Apr 2025,LTIM
