Heading,Source,Date,Symbol
Sun Pharmaceutical Industries Adjusts Technical Assessment Amid Strong Financial Performance,MarketsMojo,16 Apr 2025,SUNPHARMA
Sun Pharma Share Price Highlights: Sun Pharma Stock Price History,The Economic Times,23 Apr 2025,SUNPHARMA
"Stock downfall: The side effects are real, but Sun Pharma stays on its feet",Business Standard,13 Apr 2025,SUNPHARMA
"Stocks to Watch Today: TCS, Biocon, GAIL, Greaves Cotton, Sun Pharma, Dishman Carbogen Amcis, Coromandel...",Moneycontrol,11 Apr 2025,SUNPHARMA
Sun Pharma vs Dr Reddy’s vs Lupin shares: Which pharma stock to buy after Trump tariffs?,Mint,4 Apr 2025,SUNPHARMA
"Sun Pharmaceutical Industries Limited (NSE:SUNPHARMA) most popular amongst private companies who own 43% of the shares, institutions hold 28%",Simply Wall Street,3 Apr 2025,SUNPHARMA
"Stocks to Buy: Tata Steel, Sun Pharma and 3 other stocks to buy for an upside of up to 40%",Trade Brains,20 Apr 2025,SUNPHARMA
"Pharma stocks: Sun Pharma, Aurobindo, Gland, DRL in focus after Trump tariff warning",Business Today,15 Apr 2025,SUNPHARMA
"Sun Pharma, Gland, Cipla, Dr Reddy's: Why pharma stocks are rising today",India Today,3 Apr 2025,SUNPHARMA
Sun Pharmaceutical Industries Faces Evaluation Adjustment Amid Strong Financial Health and Market Position,MarketsMojo,22 Apr 2025,SUNPHARMA
