Heading,Source,Date,Symbol
"JM Financial maintains Buy on Larsen & Toubro; target price Rs 4,015",The Economic Times,1 Apr 2025,LT
"While institutions own 21% of L&T Finance Limited (NSE:LTF), public companies are its largest shareholders with 67% ownership",Simply Wall Street,13 Apr 2025,LT
Can L&T's order wins pave way for re-rating? | Stock Market News,Mint,1 Apr 2025,LT
Buy Larsen and Toubro Finance; target of Rs 200: Motilal Oswal,Moneycontrol,1 month ago,LT
L&T bags 'large' orders for power transmission & distribution business; shares react,Business Today,1 Apr 2025,LT
Jefferies has a ‘Buy’ recommendation on these stocks this week,Financial Express,18 Apr 2025,LT
Trishakti Inds secures Rs 3-cr order from L&T,Business Standard,7 Apr 2025,LT
L&T Finance Shares In Sell-Off Mode Despite All-Time High Net Profit & Dividend In FY25: BUY/SELL?,Goodreturns,1 month ago,LT
"L&T slips nearly 2% as Rs 5,000 crore orders fail to lift sentiment; stock down 6.4% YTD",Zee Business,1 Apr 2025,LT
L&T Finance Q4 Results: Net profit rises 15% to ₹636 crore; declares final dividend,CNBC TV18,25 Apr 2025,LT
