Heading,Source,Date,Symbol
"BPCL shares in focus after Q4 PAT falls 8% YoY to Rs 4,392 crore",The Economic Times,1 month ago,BPCL
"BPCL net profit falls 24% on LPG losses, lower refinery margins",ET EnergyWorld,1 month ago,BPCL
"BPCL Q4 Results: Profit slides 8% YoY to ₹4,392 crore; revenue dips 4%",Mint,1 month ago,BPCL
"BPCL Q4 results: Net profit declines 8% to ₹4,391 cr, income falls 3%",Business Standard,1 month ago,BPCL
BPCL Posts 8% Dip in Q4 Profit Amidst Revenue Decline,Groww,1 month ago,BPCL
BPCL Unveils Financial Results for FY 2024-25-Recommends ₹5 Final Dividend Per Share,newsip.in,1 month ago,BPCL
"BPCL Q4 results: Net profit declines 24% to Rs 3,214 crore, firm declares Rs 5 dividend",Moneycontrol,1 month ago,BPCL
"BPCL Q4 FY25 Results Preview: Profit may fall 44% to Rs 2,606 crore sequentially; $6.5/bbl GRM expected",Zee Business,1 month ago,BPCL
Sanjay Khanna takes over additional charge as Chairman & Managing Director of BPCL - Industry News,Financial Express,1 month ago,BPCL
Bharat Petroleum Reports Stable Financial Results with Notable Profit Growth in March 2025,MarketsMojo,1 month ago,BPCL
