Heading,Source,Date,Symbol
"Infosys misses growth guidance, estimates slowest start to fiscal",Mint,17 Apr 2025,INFY
"Infosys Q4 Results Live Updates: Infosys reports Q4 PAT at Rs 7,033 cr, Rs 22/sh dividend announced; guid...",The Economic Times,17 Apr 2025,INFY
"Infosys Q4 disappoints, guides for 0%-3% revenue growth for FY26",Moneycontrol,17 Apr 2025,INFY
Infosys Ltd Slides 1.83%,Business Standard,22 Apr 2025,INFY
"Infosys Q4 Results Highlights: Profit down 12% to ₹7,033 crore, declares ₹22 dividend",BusinessLine,17 Apr 2025,INFY
"For Fiscal Year26, Infosys projects 0-3% revenue growth",Times of India,18 Apr 2025,INFY
Q4 Results Live Updates: Jio Financial Services revenue up 18%; Tata Elxsi profit falls 13%,CNBC TV18,17 Apr 2025,INFY
"Infosys Q4 results, dividend on April 17 at 3.45 pm; earnings preview",Business Today,14 Apr 2025,INFY
"Infosys Q4 Results Highlights: Profit drops by 11.75%, final dividend of Rs 22; narrows FY26 revenue guidance to 0-3%",Financial Express,17 Apr 2025,INFY
"Stocks in news: Infosys, Jio Financial, Wipro, ICICI Bank, SpiceJet",The Economic Times,17 Apr 2025,INFY
